,0
n_formative_submitted,0.8723098720191714
mean_formative_score,0.11617544066600059
highest_education_Lower Than A Level,0.0029407242901874817
gender_M,0.002821284631936948
num_of_prev_attempts,0.0027636177912237873
studied_credits,0.002707054699374387
highest_education_HE Qualification,9.167784467682612e-05
date_registration,8.736026603714336e-05
region_London Region,7.079387031516535e-05
age_band_55<=,2.314571711006388e-05
